STT,Trích yếu,Số đến,Số ký hiệu,Ngày văn bản,Ngày đến,Đơn vị ban hành,Nội dung,Ngày hết hạn,Người xử lý cuối,Thời gian xử lý,Số hồ sơ,Mã hồ sơ,Ghi chú
486,V/v tham gia ý kiến vào Đề án Giao thông thông minh trên địa bàn thành phố Hà Nội.,1662,2388/SGTVT-PTCNGTVT,26/04/2024,30/04/2024,Sở Giao thông Vận tải,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
494,Báo cáo Trả lời kiến nghị cử tri trước và sau kỳ họp thứ 14 HĐND Thành phố khóa XVI,1659,1259/UBND-TH,26/04/2024,30/04/2024,UBND thành phố Hà Nội,"Pp giang chủ trì
Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Nguyễn Lan Anh,Khuất Duy Biên",,,,
495,"Kết quả thực hiện Chương trình số 03-CTr/TU của Thành ủy về""Chỉnh trang đô thị, phát triển đô thị và kinh tế đô thị giai đoạn 2021 -2025"" Quý I năm 2024 và 3 năm thực hiện Chương trình, nhiệm vụ trọng tâm 09 tháng cuối năm 2024",1660,05/BCDTU03,26/04/2024,30/04/2024,UBND thành phố Hà Nội,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
493,"V/v đề xuất danh mục quy hoạch các cụm công nghiệp trên địa bàn huyện Phúc Thọ để cập nhật vào Quy hoạch Thủ đô thời kỳ 2021 - 2030, tầm nhìn đến năm 2050 và điều chỉnh quy hoạch chung Thủ đô Hà Nội đến năm 2045, tầm nhìn đến năm 2065",199,932/UBND,26/04/2024,28/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,28/04/2024 15:48,,,
491,Vv thông báo két quả thẩm định điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng dự án Đường giao thông và rãnh thoát nước xã Phúc Hòa,104,104/QLDT,26/04/2024,,Phòng Quản lý đô thị,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Xã Phúc Hòa; 
: Phát hành",,Đặng Hoàng Giang,,,,
490,"Thông báo lịch trực nghỉ lễ 30/4 và 01/5 của HĐND, UBND,các phòng, ban, ngành thuộc huyện Phúc Thọ",1624,416/TB-UBND,26/04/2024,26/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Nguyễn Lan Anh,Khuất Duy Biên",,,,
488,V/v tăng cường công tác quản lý thị trường bất động sản trên địa bàn huyện Phúc Thọ,189,936/UBND,26/04/2024,26/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Nguyễn Lan Anh,Khuất Duy Biên",,,,
492,"Vv thông báo két quả thẩm định điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng dự án Cải tạo, nâng cấp đường giao thông nội đồng xã Phụng Thượng (giai đoạn 1)",103,103/QLDT,26/04/2024,,Phòng Quản lý đô thị,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Xã Phụng Thượng; 
: Phát hành",,Đặng Hoàng Giang,,,,
480,V/v thực hiện nhiệm vụ trọng tâm tháng 5/2024,1679,950/UBND,01/05/2024,03/05/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Văn Thư phòng QLĐT,Khuất Duy Biên",,,,
467,"Về việc công khai danh mục thủ tục hành chính, thủ tục hành chính bị bãi bỏ lĩnh vực đường thủy nội địa thuộc phạm vi chức năng quản lý nhà nước của UBND huyện Phúc Thọ",216,506/TB-UBND,02/05/2024,04/05/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh",,,,
762,"báo cáo thẩm định Điều chỉnh cục bộ quy hoạch chung xây dựng xã Thượng Cốc, huyện Phúc Thọ, thành phố Hà Nội đến năm 2030, tỷ lệ 1/5000",,101/BC-QLĐT,02/05/2024,,Quản lý đô thị,,,,,,,
763,"báo cáo thẩm định Điều chỉnh cục bộ quy hoạch chung xây dựng xã Xuân Đình, huyện Phúc Thọ, thành phố Hà Nội đến năm 2030, tỷ lệ 1/5000",,99/BC-QLĐT,02/05/2024,,Quản lý đô thị,,,,,,,
765,"Thông báo kết quả kiểm tra công tác nghiệm thu hoàn thành công trình xây dựng: Nâng cấp, cải tạo đường giao thông tổ dân phố số 1, 2, 3, 4, 5, 6 thị trấn Phúc Thọ",,216/TB-QLĐT,02/05/2024,,Quản lý đô thị,,,,,,,
466,"Về việc thông báo, bàn giao hiện trạng 02 công trình sau giám định",1822,6303/CV-VPCQCSĐT,02/05/2024,09/05/2024,Cơ quan cảnh sát điều tra Công an TPHN,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Khuất Duy Biên",,,,
761,"báo cáo thẩm định Điều chỉnh cục bộ quy hoạch chung xây dựng xã Long Xuyên, huyện Phúc Thọ, thành phố Hà Nội đến năm 2030, tỷ lệ 1/5000",,100/BC-QLĐT,02/05/2024,,Quản lý đô thị,,,,,,,
469,Thông báo về lịch kiểm tra công tác nghiệm thu hoàn thành thi công xây dựng công trình Nâng cấp đường giao thông ngõ xóm xã Thanh Đa,217,217/TB,02/05/2024,,Phòng Quản lý đô thị,"Chuyển tới: Xã Thanh Đa; Đồng gửi: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Phát hành",,,,,,
470,"vv phê duyệt Đồ án điều chỉnh cục bộ quy hoạch chung xây dựng xã Xuân Đình, huyện Phúc Thọ đến năm 2030, tỷ lệ 1/5000",290,2004/QĐ-UBND,02/05/2024,03/06/2024,UBND huyện Phúc Thọ,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,04/06/2024 07:51,,,
471,"Thông báo kết quả kiểm tra công tác nghiệm thu hoàn thành công trình Nâng cấp, cải tạo đường giao thông tổ dân phố số 1,2,3,4,5,6 thị trấn Phúc Thọ",216,216/TB-QLĐT,02/05/2024,,Phòng Quản lý đô thị,"Chuyển tới: Thị Trấn Phúc Thọ; Đồng gửi: Vũ Hữu Dũng (vuhuudung_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). 
: Phát hành",,,,,,
479,"V/v Phê duyệt Phương án tuyến dự án đầu tư xây dựng cầu Vân Phúc qua sông Hồng và tuyến đường kết nối ra Quốc lộ 32, tỷ lệ 1/500 (địa điểm: Huyện Phúc Thọ, thành phố Hà Nội)",1769,2273/QĐ-UBND,02/05/2024,06/05/2024,UBND thành phố Hà Nội,"Chuyển tới: Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Hoàng Mạnh Tuấn,Vũ Hữu Dũng",,,,
478,V/v: Bộ Xây dựng công bố kết quả hệ thống hóa văn bản quy phạm pháp luật thuộc lĩnh vực quản lý nhà nước của Bộ Xây dựng trong kỳ hệ thống hóa 2019-2023,1768,5021/VP-ĐT,02/05/2024,06/05/2024,UBND thành phố Hà Nội,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
477,"V/v: triển khai các biện pháp phòng, chống thiên tai đảm bảo an toàn cho người, nhà ở và công trình xây dựng mùa mưa bão năm 2024",1859,1298/UBND-ĐT,02/05/2024,13/05/2024,UBND thành phố Hà Nội,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Đồng xử lý: Phòng Quản lý đô thị; 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Văn Thư phòng QLĐT,Khuất Duy Biên",,,,
476,Tiếp nhận hồ sơ công bố hợp quy Công ty Cổ phần Kỹ thuật công nghiệp Việt Nam,1767,305/TB-SXD(KTXD),02/05/2024,06/05/2024,Sở Xây dựng,"Đồng xử lý: Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Nguyễn Văn Tập,07/05/2024 13:20,,,
475,Về việc phê duyệt điều chỉnh quy trình nội bộ giải quyết thủ tục hành chính lĩnh vực xây dựng thuộc thẩm quyền giải quyết của Sở Xây dựng Hà Nội trên địa bàn Thành phố Hà Nội,1749,2302/QĐ-UBND,02/05/2024,06/05/2024,UBND thành phố Hà Nội,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
472,Thông báo kết quả kiểm tra công tác nghiệm thu hoàn thành công trình xây dựng Chỉnh trang chiếu sang các tuyến đường liên xã trên địa bàn huyện (giai đoạn 1),214,214/TB-QLĐT,02/05/2024,,Phòng Quản lý đô thị,"Chuyển tới: Ban Quản lý dự án ĐTXD; Đồng gửi: Vũ Hữu Dũng (vuhuudung_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). 
: Phát hành",,,,,,
474,"V/v điều chỉnh, bổ sung nội dung văn bản số 932/UBND-QLĐT ngày 26/4/2024 của UBND huyện Phúc Thọ về việc đề xuất danh mục quy hoạch các cụm công nghiệp trên địa bàn huyện Phúc Thọ để cập nhật vào Quy hoạch Thủ đô thời kỳ 2021-2030, tầm nhìn đến năm 2050 và Điều chỉnh Quy hoạch chung Thủ đô Hà Nội đến năm 2045, tầm nhìn đến năm 2065",211,955/UBND,02/05/2024,03/05/2024,UBND huyện Phúc Thọ,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,11/05/2024 14:36,,,
473,"V/v tiếp nhận và xử lý bùn thải duy trì hệ thống thoát nước trên địa bàn huyện Phúc Thọ về bãi đổ bùn Yên Sở, quận Hoàng Mai",1771,3285/SXD-CTN,02/05/2024,06/05/2024,Sở Xây dựng,"Đây là noiij dung rất nhạy cảm
Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Vũ Hữu Dũng",,,,
468,"Thông báo kết quả đánh giá công tác tháng 4/2024 đối với Thủ trưởng các cơ quan, đơn vị thuộc UBND huyện",1918,504/TB-UBND,02/05/2024,15/05/2024,UBND huyện Phúc Thọ,"Đồng gửi: Nguyễn Văn Tập (nguyenvantap_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Nguyễn Văn Tập,16/05/2024 10:20,,,
766,Vv thông báo kết quả thẩm định diều chỉnh thiết kế xây dựng triển khai sau thiết kế cơ sở dự án Nâng cấp đường giao thông trục chính xã Phụng Thượng,,106/QLĐT-TĐ,03/05/2024,,Quản lý đô thị,,,,,,,
767,"V/v Cấp phép đào đường phục vụ thi công các tuyến cáp quang
kết nối IDC Hòa Lạc",,104/QLĐT-TĐ,03/05/2024,,Quản lý đô thị,,,,,,,
460,Vv thông báo kết quả thẩm định diều chỉnh thiết kế xây dựng triển khai sau thiết kế cơ sở dự án Nâng cấp đường giao thông trục chính xã Phụng Thượng,106,106/QLDT,03/05/2024,,Phòng Quản lý đô thị,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Ban Quản lý dự án ĐTXD; 
: Phát hành",,Đặng Hoàng Giang,,,,
465,GM tổ chức buổi làm việc về phương án điều chỉnh chỉ giới đường đỏ Tuyến đường vào CCN Liên Hiệp.,1674,102/GM-BQLDA,03/05/2024,03/05/2024,Ban Quản lý dự án ĐTXD,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,11/05/2024 14:36,,,
464,Thống kê phương tiện vận tải phòng chống thiên tai,1673,27/KHAC,03/05/2024,03/05/2024,Xã Liên Hiệp,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Đồng gửi: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
463,"Thẩm định nội bộ chủ trương đầu tư dự án Cải tạo, nâng cấp Quốc lộ 32 đoạn qua khu dân cư từ Km38+400 đến Km41+000 qua địa phận xã Thọ Lộc, xã Trạch Mỹ Lộc, xã Tích Giang, huyện Phúc Thọ, thành phố Hà Nội. Địa điểm: Huyện Phúc Thọ, thành phố Hà Nội",1745,201/BC-UBND,03/05/2024,04/05/2024,UBND huyện Phúc Thọ,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
462,"Thẩm định nội bộ chủ trương đầu tư dự án Cải tạo, nâng cấp Quốc lộ 32 đoạn qua khu dân cư từ Km30+000 đến Km33+300 địa phận xã Ngọc Tảo và xã Phụng Thượng, huyện Phúc Thọ, thành phố Hà Nội. Địa điểm: Huyện Phúc Thọ, thành phố Hà Nội",1742,202/BC-UBND,03/05/2024,04/05/2024,UBND huyện Phúc Thọ,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
461,"V/v tham gia ý kiến thẩm định báo cáo nghiên cứu khả thi dự án Đầu tư xây dựng cầu Vân Phúc qua sông Hồng và tuyến đường kết nối ra QL32, huyện Phúc Thọ, TP. Hà Nội (lần 2)",1725,382/TNMT,03/05/2024,04/05/2024,Phòng Tài nguyên và Môi trường,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
456,V/v thành lập Ban chỉ đạo kỳ thi tốt nghiệp THPT huyện Phúc Thọ năm 2024,1753,2012/QĐ-UBND,04/05/2024,06/05/2024,UBND huyện Phúc Thọ,"Đồng xử lý: Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Nguyễn Văn Tập,07/05/2024 23:40,,,
459,"Kiểm tra hiện trạng, thống nhất các nội dung liên quan trên cơ sở đề nghị của các đơn vị về hỗ trợ kinh phí để thực hiện sửa chữa công trình giao thông đường bộ từ nguồn kinh phí Trung ương bổ sung có mục tiêu về ngân sách Thành phố để thực hiện quản lý, bảo trì hệ thống giao thông đường bộ trên địa bàn Thành phố năm 2024",1759,123/GIAYMOIDI-STC,04/05/2024,06/05/2024,Sở Tài chính,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,11/05/2024 14:34,,,
768,"Báo cáo kết quả thực hiện nhiệm vụ tháng 4; phương hướng, giải pháp, nhiệm vụ tháng 5",,205/BC-UBND,04/05/2024,,UBND huyện Phúc Thọ,,,,,,,
454,Về việc giới thiệu chức danh và chữ ký,2021,631/TB-UBND1,04/05/2024,21/05/2024,UBND huyện Quốc Oai,"Đồng gửi: Nguyễn Văn Tập (nguyenvantap_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Nguyễn Văn Tập,21/05/2024 14:04,,,
457,"V/v báo cáo công tác đấu thầu năm 2022, 2023 phục vụ Đoàn kiểm tra hoạt động đấu thầu của Sở Kế hoạch và Đầu tư Hà Nội",1723,964/UBND,04/05/2024,04/05/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Đồng xử lý: Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Nguyễn Lan Anh,,,,
458,"""TT Đề nghị thẩm định, phê duyệt điều chỉnh dự án đầu tư xây dựng DA: Nâng cấp đường Ngọc Tảo - Tam Thuấn - Thanh Đa. (Dũng)  TTHC",1717,303/TTR-BQLDA,04/05/2024,04/05/2024,Ban Quản lý dự án ĐTXD,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,22/05/2024 07:36,,,
